Displacement,Load
1.16288,133.15025
1.16371,133.18231
1.16454,133.21101
1.16535,133.22797
1.16619,133.27023
1.16704,133.30556
1.16788,133.3399
1.16871,133.36459
1.16953,133.39874
1.17035,133.4231
1.17119,133.45328
1.17204,133.49739
1.17289,133.53151
1.17371,133.56137
1.17452,133.58231
1.17534,133.60425
1.17619,133.64941
1.17704,133.68919
1.17788,133.71457
1.1787,133.73431
1.17952,133.77214
1.18034,133.79045
1.1812,133.84398
1.18204,133.88461
1.18287,133.9122
1.1837,133.9411
1.18452,133.97694
1.18535,134.01114
1.18621,134.05106
1.18704,134.0844
1.18787,134.11571
1.1887,134.14511
1.18953,134.17155
1.19036,134.21051
1.19121,134.24425
1.19204,134.27103
1.19287,134.30295
1.1937,134.34093
1.19453,134.37662
1.19536,134.40675
1.19619,134.43549
1.19703,134.48039
1.19787,134.51308
1.19871,134.5341
1.19954,134.58057
1.20035,134.60101
1.20119,134.63336
1.20202,134.66788
1.20287,134.70508
1.20371,134.75507
1.20452,134.77353
1.20534,134.79492
1.20619,134.84778
1.20702,134.87672
1.20787,134.92856
1.20871,134.95625
1.20952,134.97295
1.21034,134.99745
1.21119,135.0464
1.21204,135.08058
1.21287,135.10751
1.2137,135.13684
1.21452,135.15062
1.21535,135.18506
1.21619,135.23198
1.21705,135.26074
1.21788,135.29079
1.2187,135.3102
1.21952,135.33284
1.22035,135.36195
1.2212,135.39261
1.22204,135.43314
1.22287,135.4543
1.2237,135.48842
1.22453,135.51184
1.22536,135.54732
1.22621,135.591
1.22704,135.61177
1.22786,135.65109
1.22869,135.68484
1.22952,135.71622
1.23036,135.74521
1.2312,135.78278
1.23203,135.82375
1.23286,135.84628
1.2337,135.88997
1.23453,135.90808
1.23536,135.94649
1.2362,135.97321
1.23703,136.00932
1.23786,136.04083
1.2387,136.0789
1.23953,136.11642
1.24036,136.14236
1.24118,136.1778
1.24203,136.20175
1.24287,136.24359
1.24371,136.27623
1.24453,136.29822
1.24536,136.32031
1.24619,136.35457
1.24704,136.38019
1.24787,136.40617
1.24871,136.42892
1.24952,136.45676
1.25035,136.48514
1.25119,136.51717
1.25204,136.55252
1.25288,136.59547
1.2537,136.62001
1.25451,136.64008
1.25535,136.67578
1.2562,136.71275
1.25704,136.74658
1.25787,136.77095
1.25869,136.787
1.25951,136.81441
1.26035,136.85316
1.26121,136.88913
1.26204,136.92361
1.26286,136.95296
1.26368,136.9725
1.26452,137.00392
1.26536,137.03806
1.26621,137.06693
1.26703,137.09196
1.26786,137.1216
1.26869,137.13948
1.26953,137.16194
1.27037,137.20409
1.2712,137.23026
1.27203,137.25488
1.27287,137.28661
1.2737,137.31143
1.27453,137.33913
1.27537,137.3672
1.27619,137.39674
1.27703,137.43489
1.27786,137.47501
1.27871,137.50296
1.27953,137.51981
1.28036,137.55573
1.28119,137.58177
1.28203,137.60976
1.28287,137.63937
1.2837,137.65643
1.28452,137.69136
1.28535,137.70981
1.28619,137.74854
1.28704,137.77742
1.28788,137.80983
1.2887,137.83636
1.28952,137.8607
1.29035,137.8895
1.29119,137.9234
1.29204,137.96576
1.29287,137.98512
1.2937,138.01236
1.29451,138.03238
1.29535,138.07315
1.2962,138.10472
1.29704,138.14229
1.29787,138.16481
1.29869,138.18297
1.29951,138.20355
1.30035,138.24232
1.3012,138.28391
1.30204,138.32198
1.30286,138.35689
1.30369,138.38184
1.30452,138.40657
1.30536,138.44841
1.30621,138.47638
1.30704,138.50691
1.30786,138.52806
1.30869,138.54837
1.30952,138.57474
1.31036,138.60663
1.3112,138.64188
1.31202,138.65988
1.31286,138.68721
1.31369,138.71472
1.31452,138.7413
1.31536,138.7708
1.31619,138.79713
1.31703,138.82779
1.31787,138.85063
1.3187,138.88222
1.31952,138.90273
1.32035,138.93474
1.32119,138.97002
1.32204,138.99933
1.32288,139.035
1.32371,139.05739
1.32452,139.07378
1.32535,139.10719
1.32619,139.15289
1.32705,139.18777
1.32788,139.21121
1.32871,139.23183
1.32952,139.25592
1.33035,139.2858
1.3312,139.32368
1.33205,139.35255
1.33288,139.37848
1.3337,139.39677
1.33451,139.4081
1.33535,139.43604
1.3362,139.46184
1.33705,139.50052
1.33787,139.52094
1.33869,139.54807
1.33951,139.55434
1.34036,139.60207
1.34121,139.62579
1.34205,139.65892
1.34286,139.67487
1.34369,139.69974
1.34451,139.72157
1.34536,139.74872
1.3462,139.77751
1.34704,139.80698
1.34786,139.82216
1.34869,139.86096
1.34952,139.88777
1.35037,139.92429
1.3512,139.94899
1.35204,139.9767
1.35287,139.99101
1.3537,140.01833
1.35452,140.04129
1.35536,140.06682
1.35619,140.08858
1.35703,140.12433
1.35787,140.1503
1.35871,140.17224
1.35952,140.19466
1.36035,140.20967
1.36119,140.2455
1.36203,140.27092
1.36287,140.30002
1.3637,140.32964
1.36452,140.33617
1.36535,140.36137
1.3662,140.38725
1.36704,140.42577
1.36788,140.45328
1.3687,140.46187
1.36951,140.48195
1.37035,140.51176
1.3712,140.54767
1.37204,140.58231
1.37287,140.60294
1.37369,140.61839
1.37451,140.65131
1.37536,140.67668
1.3762,140.72018
1.37705,140.75171
1.37787,140.77316
1.3787,140.79475
1.37952,140.8205
1.38036,140.8535
1.38121,140.88271
1.38204,140.91216
1.38286,140.94438
1.38369,140.95354
1.38452,140.98332
1.38537,141.02373
1.38621,141.05675
1.38703,141.05704
1.38786,141.08755
1.38869,141.11264
1.38952,141.13467
1.39037,141.17116
1.3912,141.18806
1.39203,141.21184
1.39287,141.2334
1.3937,141.25491
1.39453,141.27625
1.39536,141.31184
1.39619,141.33199
1.39703,141.36426
1.39786,141.38992
1.3987,141.41441
1.39952,141.44078
1.40036,141.4633
1.40119,141.4921
1.40204,141.52704
1.40287,141.54752
1.4037,141.56563
1.40452,141.59093
1.40536,141.60695
1.4062,141.64566
1.40704,141.67326
1.40788,141.69423
1.4087,141.70218
1.40952,141.7307
1.41035,141.76263
1.4112,141.79263
1.41205,141.81995
1.41287,141.84735
1.41369,141.8598
1.41451,141.87505
1.41536,141.90347
1.4162,141.93904
1.41704,141.96484
1.41786,141.97507
1.41869,142.00728
1.41951,142.02344
1.42036,142.05826
1.4212,142.08345
1.42203,142.11093
1.42285,142.13516
1.42369,142.16011
1.42452,142.18547
1.42537,142.22539
1.4262,142.24379
1.42703,142.25499
1.42786,142.28149
1.42869,142.30711
1.42953,142.32918
1.43037,142.35837
1.4312,142.38297
1.43204,142.397
1.43287,142.41971
1.4337,142.44434
1.43454,142.4697
1.43536,142.48471
1.43619,142.51337
1.43704,142.53366
1.43787,142.55521
1.43871,142.57982
1.43952,142.59575
1.44036,142.60957
1.4412,142.64041
1.44204,142.66748
1.44287,142.69145
1.44369,142.70592
1.44451,142.73059
1.44535,142.76302
1.4462,142.79608
1.44704,142.82765
1.44787,142.84645
1.4487,142.86131
1.44952,142.87598
1.45036,142.90302
1.4512,142.93675
1.45204,142.96509
1.45287,142.97394
1.45369,142.99399
1.45452,143.02029
1.45536,143.04243
1.45621,143.08104
1.45704,143.10269
1.45786,143.11909
1.45868,143.14357
1.45952,143.1732
1.46037,143.1991
1.46121,143.23581
1.46204,143.24825
1.46286,143.26701
1.46369,143.29031
1.46453,143.31531
1.46537,143.35422
1.4662,143.37233
1.46703,143.38309
1.46785,143.40375
1.46869,143.43268
1.46952,143.45526
1.47036,143.4762
1.47119,143.50116
1.47203,143.53033
1.47286,143.55724
1.47369,143.56967
1.47453,143.58423
1.47536,143.60431
1.47619,143.63574
1.47703,143.66092
1.47786,143.68138
1.47869,143.70592
1.47952,143.72374
1.48036,143.75385
1.48119,143.78065
1.48204,143.80695
1.48288,143.82198
1.4837,143.83896
1.48452,143.85107
1.48536,143.88403
1.48621,143.90643
1.48704,143.92439
1.48788,143.94141
1.48869,143.94995
1.48952,143.9758
1.49035,143.99846
1.49121,144.03882
1.49204,144.05769
1.49287,144.07466
1.49368,144.09219
1.49451,144.11964
1.49536,144.15004
1.49621,144.18492
1.49704,144.198
1.49786,144.20477
1.49869,144.23482
1.49952,144.25284
1.50037,144.29616
1.50121,144.3179
1.50203,144.32939
1.50286,144.35123
1.50369,144.36986
1.50452,144.38867
1.50537,144.43279
1.5062,144.44353
1.50703,144.46448
1.50786,144.48982
1.50869,144.50549
1.50953,144.52997
1.51038,144.55807
1.5112,144.57765
1.51203,144.58005
1.51287,144.61491
1.51369,144.62895
1.51453,144.66331
1.51536,144.67557
1.5162,144.70593
1.51704,144.73082
1.51787,144.75281
1.5187,144.77219
1.51952,144.787
1.52035,144.81169
1.5212,144.83391
1.52204,144.85933
1.52287,144.87753
1.52369,144.89449
1.52451,144.91653
1.52536,144.94211
1.5262,144.96747
1.52704,144.992
1.52787,145.00531
1.52868,145.01994
1.52952,145.04636
1.53036,145.06784
1.53121,145.09758
1.53204,145.11937
1.53287,145.13116
1.53368,145.13588
1.53452,145.16132
1.53537,145.19337
1.53622,145.20554
1.53704,145.21588
1.53786,145.23376
1.53868,145.2523
1.53952,145.27547
1.54037,145.28784
1.54121,145.3096
1.54203,145.32083
1.54286,145.33844
1.54369,145.34761
1.54453,145.37352
1.54538,145.39938
1.54621,145.42232
1.54703,145.42729
1.54786,145.45236
1.54869,145.47568
1.54953,145.49509
1.55037,145.5267
1.5512,145.54573
1.55203,145.57024
1.55287,145.58971
1.5537,145.61122
1.55454,145.63763
1.55536,145.65118
1.5562,145.67105
1.55703,145.69948
1.55787,145.72157
1.55869,145.72682
1.55952,145.74939
1.56036,145.76941
1.5612,145.79823
1.56204,145.81706
1.56287,145.84239
1.56369,145.86328
1.56451,145.89049
1.56536,145.90903
1.5662,145.94501
1.56704,145.96861
1.56787,145.98276
1.56868,145.99736
1.56952,146.01611
1.57037,146.05194
1.57121,146.07187
1.57204,146.08641
1.57286,146.09973
1.57368,146.10832
1.57452,146.12885
1.57536,146.15077
1.57621,146.17482
1.57703,146.18182
1.57786,146.19818
1.57868,146.21161
1.57952,146.23817
1.58037,146.26657
1.58121,146.2782
1.58203,146.2959
1.58285,146.30783
1.58368,146.3251
1.58453,146.35405
1.58537,146.37964
1.5862,146.39726
1.58702,146.40797
1.58786,146.42596
1.58869,146.45193
1.58953,146.4758
1.59037,146.49196
1.5912,146.51833
1.59204,146.5305
1.59286,146.54471
1.5937,146.56474
1.59453,146.59033
1.59537,146.5985
1.59621,146.61859
1.59704,146.64043
1.59787,146.6604
1.59869,146.6693
1.59952,146.70229
1.60036,146.71201
1.6012,146.74098
1.60204,146.7618
1.60287,146.76779
1.60369,146.78424
1.60452,146.80365
1.60536,146.82825
1.60621,146.85225
1.60704,146.87383
1.60787,146.87906
1.60868,146.8828
1.60952,146.91599
1.61036,146.9471
1.61121,146.96864
1.61203,146.98193
1.61285,146.9882
1.61367,147.00902
1.61453,147.04248
1.61537,147.06218
1.61621,147.08105
1.61703,147.09605
1.61786,147.11642
1.61868,147.13255
1.61953,147.15472
1.62038,147.18102
1.62121,147.19698
1.62203,147.20697
1.62286,147.22351
1.62369,147.24934
1.62454,147.25935
1.62537,147.278
1.6262,147.3008
1.62703,147.31821
1.62786,147.32809
1.62869,147.34564
1.62953,147.37172
1.63037,147.38478
1.6312,147.39929
1.63203,147.41307
1.63286,147.42879
1.63369,147.44403
1.63453,147.46796
1.63535,147.48608
1.63619,147.51625
1.63702,147.526
1.63786,147.53842
1.63869,147.55457
1.63952,147.58507
1.64036,147.60193
1.64121,147.62708
1.64204,147.6346
1.64287,147.66217
1.64369,147.66136
1.64452,147.68562
1.64537,147.7121
1.64621,147.73006
1.64704,147.7419
1.64787,147.75868
1.64868,147.76981
1.64953,147.795
1.65038,147.81975
1.65122,147.85645
1.65204,147.85526
1.65286,147.8712
1.65368,147.89581
1.65453,147.91745
1.65538,147.95074
1.65621,147.97188
1.65703,147.99309
1.65785,148.01253
1.65868,148.02208
1.65953,148.0593
1.66037,148.07744
1.6612,148.10304
1.66202,148.11568
1.66286,148.14435
1.66369,148.15712
1.66454,148.18503
1.66537,148.20033
1.66619,148.21042
1.66703,148.2282
1.66787,148.24313
1.66871,148.27058
1.66954,148.28238
1.67037,148.29391
1.67119,148.31149
1.67203,148.33141
1.67287,148.34683
1.6737,148.35507
1.67453,148.37895
1.67536,148.39253
1.67619,148.40526
1.67703,148.41821
1.67788,148.44926
1.6787,148.45699
1.67953,148.46451
1.68035,148.47894
1.68119,148.50298
1.68203,148.51956
1.68287,148.54121
1.68368,148.54208
1.68452,148.56575
1.68535,148.57645
1.68619,148.60788
1.68704,148.62141
1.68787,148.63585
1.68868,148.64108
1.68953,148.66902
1.69036,148.68547
1.6912,148.70421
1.69204,148.71643
1.69285,148.72878
1.69368,148.74292
1.69454,148.76649
1.69537,148.77789
1.6962,148.8028
1.69703,148.82253
1.69786,148.83694
1.69869,148.8614
1.69955,148.88733
1.70038,148.9066
1.7012,148.91072
1.70203,148.92645
1.70287,148.95131
1.7037,148.9635
1.70454,148.99072
1.70537,149.00475
1.70619,149.02151
1.70702,149.04237
1.70785,149.05443
1.70869,149.08304
1.70954,149.09421
1.71036,149.11311
1.71119,149.14207
1.71203,149.15028
1.71287,149.16876
1.7137,149.18684
1.71453,149.20117
1.71536,149.20988
1.71619,149.23587
1.71704,149.25807
1.71787,149.27145
1.71869,149.28314
1.71952,149.29918
1.72037,149.32297
1.7212,149.3364
1.72204,149.35229
1.72286,149.35954
1.72369,149.36943
1.72453,149.38605
1.72537,149.40494
1.72621,149.43028
1.72704,149.4357
1.72785,149.44424
1.72869,149.45752
1.72952,149.4765
1.73037,149.50519
1.73121,149.52051
1.73203,149.52455
1.73285,149.53073
1.73369,149.55725
1.73453,149.57936
1.73537,149.60152
1.7362,149.61087
1.73702,149.61595
1.73786,149.6337
1.73869,149.64879
1.73954,149.67015
1.74038,149.68811
1.7412,149.6953
1.74201,149.71135
1.74285,149.72264
1.7437,149.74988
1.74454,149.77112
1.74537,149.78966
1.74619,149.80028
1.74702,149.81425
1.74786,149.83575
1.7487,149.85435
1.74954,149.86053
1.75037,149.87581
1.7512,149.90436
1.75203,149.90672
1.75286,149.92216
1.7537,149.93515
1.75452,149.95534
1.75536,149.97351
1.75621,150.00299
1.75703,150.00768
1.75786,150.02234
1.75869,150.04434
1.75953,150.06557
1.76036,150.07988
1.76121,150.09779
1.76204,150.10512
1.76286,150.12364
1.76368,150.14255
1.76453,150.15825
1.76537,150.17653
1.76621,150.19028
1.76704,150.19868
1.76786,150.20885
1.76869,150.22055
1.76953,150.25021
1.77037,150.26263
1.77121,150.27142
1.77202,150.2879
1.77284,150.28506
1.77369,150.31334
1.77454,150.32764
1.77538,150.3519
1.7762,150.3643
1.77702,150.36589
1.77785,150.38141
1.77869,150.4003
1.77954,150.4254
1.78037,150.43872
1.7812,150.45703
1.78202,150.46815
1.78285,150.47879
1.7837,150.5033
1.78455,150.51202
1.78537,150.53381
1.7862,150.543
1.78703,150.55704
1.78785,150.55972
1.7887,150.58141
1.78954,150.60065
1.79036,150.62399
1.7912,150.6367
1.79203,150.64235
1.79285,150.65939
1.7937,150.68552
1.79453,150.69791
1.79536,150.70535
1.7962,150.73174
1.79703,150.74513
1.79785,150.75209
1.79869,150.77147
1.79953,150.78963
1.80037,150.81415
1.8012,150.83324
1.80203,150.84352
1.80285,150.84819
1.80369,150.87299
1.80453,150.89336
1.80538,150.92261
1.80621,150.93466
1.80703,150.94356
1.80785,150.94441
1.8087,150.96623
1.80954,150.97926
1.81039,151.01424
1.81121,151.00928
1.81203,151.01805
1.81284,151.02261
1.81369,151.0397
1.81454,151.06288
1.81538,151.08395
1.8162,151.07854
1.81703,151.09578
1.81784,151.09094
1.8187,151.1234
1.81955,151.1496
1.82038,151.15897
1.8212,151.1703
1.82203,151.19121
1.82285,151.19385
1.8237,151.22858
1.82454,151.24767
1.82537,151.26978
1.82619,151.27716
1.82701,151.29799
1.82785,151.32213
1.8287,151.34702
1.82954,151.37256
1.83037,151.38431
1.83119,151.3894
1.83202,151.39943
1.83286,151.42398
1.8337,151.44951
1.83453,151.463
1.83537,151.48447
1.8362,151.49242
1.83703,151.50729
1.83786,151.51491
1.83869,151.53113
1.83953,151.54785
1.84037,151.56006
1.8412,151.58134
1.84202,151.57741
1.84285,151.58229
1.84369,151.60437
1.84454,151.63135
1.84537,151.6346
1.84621,151.65057
1.84701,151.65111
1.84785,151.67145
1.84869,151.68373
1.84954,151.71385
1.85037,151.726
1.8512,151.74165
1.852,151.7307
1.85285,151.7567
1.85369,151.78642
1.85454,151.79576
1.85539,151.81836
1.8562,151.81383
1.85701,151.82097
1.85786,151.83878
1.8587,151.84656
1.85955,151.87575
1.86038,151.88235
1.8612,151.89366
1.86202,151.89922
1.86287,151.92377
1.8637,151.94226
1.86455,151.95338
1.86537,151.96606
1.86619,151.97812
1.86702,151.9789
1.86786,152.00374
1.86871,152.00932
1.86953,152.02487
1.87037,152.04274
1.87119,152.04607
1.87203,152.05984
1.87286,152.07607
1.87369,152.09335
1.87452,152.10213
1.87536,152.12262
1.87619,152.13797
1.87702,152.15262
1.87786,152.16364
1.87869,152.17442
1.87953,152.18816
1.88037,152.20229
1.88121,152.22108
1.88203,152.22659
1.88285,152.23322
1.88369,152.24358
1.88454,152.2681
1.88538,152.28781
1.88621,152.28761
1.88702,152.30112
1.88785,152.31685
1.88869,152.33488
1.88953,152.35786
1.89038,152.36995
1.89121,152.38461
1.89201,152.38391
1.89285,152.40462
1.89369,152.42812
1.89454,152.4491
1.89538,152.46452
1.89619,152.47813
1.89702,152.47667
1.89785,152.49438
1.89869,152.51587
1.89954,152.53548
1.90037,152.55078
1.90118,152.55193
1.90201,152.55981
1.90286,152.58688
1.9037,152.60664
1.90454,152.61121
1.90537,152.61998
1.90619,152.61815
1.90702,152.6438
1.90787,152.65543
1.9087,152.66541
1.90953,152.68274
1.91037,152.70044
1.9112,152.70345
1.91203,152.70717
1.91287,152.72272
1.9137,152.72203
1.91453,152.7413
1.91538,152.7547
1.91621,152.76042
1.91703,152.77325
1.91785,152.77553
1.91869,152.78928
1.91953,152.80536
1.92037,152.82445
1.92121,152.83492
1.92202,152.82983
1.92284,152.85127
1.92368,152.86641
1.92453,152.89122
1.92538,152.91582
1.92621,152.91492
1.92703,152.92497
1.92785,152.92415
1.92869,152.93871
1.92954,152.95396
1.93038,152.97537
1.9312,152.97501
1.93201,152.98196
1.93285,152.99718
1.9337,153.0051
1.93455,153.02663
1.93537,153.04282
1.9362,153.04976
1.93701,153.05379
1.93786,153.07414
1.9387,153.09697
1.93955,153.11519
1.94037,153.12022
1.94119,153.12648
1.94202,153.14391
1.94286,153.16777
1.94371,153.18521
1.94454,153.2012
1.94536,153.20526
1.94619,153.22229
1.94701,153.23393
1.94786,153.25261
1.9487,153.27505
1.94952,153.27998
1.95036,153.29584
1.9512,153.32207
1.95202,153.31248
1.95286,153.33261
1.9537,153.35532
1.95453,153.36292
1.95536,153.37181
1.9562,153.39008
1.95702,153.39334
1.95786,153.40431
1.95869,153.41972
1.95953,153.44127
1.96038,153.45732
1.96121,153.46729
1.96203,153.47273
1.96285,153.47232
1.9637,153.49083
1.96454,153.51013
1.96538,153.5164
1.96621,153.52643
1.96702,153.53043
1.96786,153.5437
1.96869,153.55511
1.96954,153.57538
1.97038,153.59274
1.9712,153.59843
1.972,153.60428
1.97285,153.6236
1.9737,153.63809
1.97454,153.6541
1.97537,153.65936
1.9762,153.67114
1.97701,153.65779
1.97786,153.67859
1.97871,153.69969
1.97954,153.71382
1.98037,153.72264
1.9812,153.73198
1.98202,153.73108
1.98286,153.75066
1.98371,153.77293
1.98454,153.77812
1.98536,153.79231
1.98619,153.79047
1.98702,153.80933
1.98787,153.82529
1.98871,153.82869
1.98954,153.83551
1.99036,153.84512
1.99119,153.85336
1.99202,153.85742
1.99286,153.86623
1.99369,153.88968
1.99453,153.89874
1.99537,153.91692
1.9962,153.93144
1.99704,153.94196
1.99786,153.94458
1.99869,153.95273
1.99953,153.96919
2.00037,153.97832
2.00121,153.98988
2.00202,153.98398
2.00285,153.99681
2.00369,154.01584
2.00454,154.03172
2.00537,154.04582
2.0062,154.05017
2.00701,154.04874
2.00785,154.05771
2.00869,154.0808
2.00954,154.09238
2.01037,154.10406
2.0112,154.1096
2.01201,154.11508
2.01285,154.12724
2.0137,154.14542
2.01455,154.16026
2.01538,154.16127
2.0162,154.16145
2.01701,154.17027
2.01785,154.18706
2.0187,154.20131
2.01954,154.2287
2.02037,154.22861
2.02119,154.23566
2.02202,154.24007
2.02287,154.25429
2.02371,154.27357
2.02454,154.27852
2.02536,154.28058
2.02619,154.29623
2.02702,154.29311
2.02786,154.3157
2.0287,154.3331
2.02953,154.33745
2.03036,154.34328
2.0312,154.35493
2.03202,154.35669
2.03286,154.36986
2.03369,154.37877
2.03453,154.39919
2.03536,154.40807
2.03621,154.41603
2.03703,154.42085
2.03786,154.42891
2.03869,154.44373
2.03953,154.45927
2.04037,154.4713
2.04121,154.49062
2.04201,154.48392
2.04285,154.50754
2.04369,154.52499
2.04454,154.54575
2.04537,154.56027
2.0462,154.5723
2.04701,154.57761
2.04786,154.58318
2.0487,154.60136
2.04954,154.61664
2.05038,154.62567
2.0512,154.62935
2.05202,154.62717
2.05285,154.64044
2.0537,154.66603
2.05454,154.68304
2.05536,154.68323
2.05619,154.68831
2.05702,154.69942
2.05786,154.71916
2.0587,154.73726
2.05954,154.74513
2.06036,154.74298
2.06118,154.75319
2.06202,154.75816
2.06286,154.76494
2.0637,154.78259
2.06453,154.79276
2.06535,154.80074
2.06619,154.81879
2.06703,154.82324
2.06787,154.84282
2.0687,154.85173
2.06953,154.86559
2.07037,154.87346
2.07121,154.88376
2.07203,154.89162
2.07287,154.9071
2.0737,154.90604
2.07454,154.91934
2.07537,154.9295
2.0762,154.92822
2.07702,154.93518
2.07786,154.93788
2.0787,154.95192
2.07953,154.95808
2.08038,154.97418
2.08121,154.98903
2.08202,154.98579
2.08286,154.9967
2.0837,155.01048
2.08454,155.02336
2.08538,155.03847
2.0862,155.03984
2.08701,155.04034
2.08785,155.05647
2.0887,155.06468
2.08954,155.08472
2.09037,155.09746
2.09119,155.1028
2.09201,155.1037
2.09285,155.11795
2.0937,155.14369
2.09455,155.14923
2.09537,155.14973
2.09619,155.15681
2.09701,155.15465
2.09786,155.17636
2.09871,155.19041
2.09954,155.19377
2.10037,155.20258
2.10119,155.20551
2.10202,155.21878
2.10287,155.2352
2.1037,155.2426
2.10453,155.24956
2.10536,155.25215
2.10619,155.26372
2.10702,155.26736
2.10787,155.28635
2.1087,155.29048
2.10952,155.29945
2.11036,155.30556
2.1112,155.31985
2.11202,155.31577
2.11286,155.33372
2.11368,155.3446
2.11453,155.35356
2.11536,155.37346
2.1162,155.37717
2.11702,155.37938
2.11785,155.38712
2.11869,155.40466
2.11954,155.41531
2.12038,155.42557
2.12121,155.433
2.12202,155.43381
2.12286,155.44002
2.1237,155.44797
2.12454,155.46515
2.12538,155.46957
2.1262,155.478
2.12701,155.46704
2.12786,155.47629
2.12871,155.49751
2.12955,155.51521
2.13037,155.50598
2.13119,155.50633
2.13201,155.51645
2.13286,155.52582
2.13371,155.55061
2.13454,155.54817
2.13537,155.5507
2.13619,155.55511
2.13702,155.56551
2.13786,155.57851
2.13871,155.59991
2.13953,155.5993
2.14036,155.60876
2.14119,155.61275
2.14202,155.6257
2.14287,155.64462
2.1437,155.65213
2.14453,155.65912
2.14536,155.66122
2.14619,155.67358
2.14703,155.67976
2.14787,155.70074
2.1487,155.70799
2.14953,155.70911
2.15037,155.72708
2.1512,155.72772
2.15203,155.73543
2.15286,155.74641
2.1537,155.75653
2.15453,155.76431
2.15538,155.77261
2.15621,155.78365
2.15703,155.78114
2.15785,155.7972
2.15869,155.81207
2.15953,155.80844
2.16037,155.81575
2.1612,155.82361
2.16201,155.83217
2.16285,155.85289
2.16369,155.85684
2.16454,155.8674
2.16537,155.88919
2.16618,155.87558
2.16701,155.87839
2.16786,155.89471
2.16871,155.90361
2.16954,155.91638
2.17037,155.91707
2.17118,155.91194
2.17202,155.9268
2.17286,155.93852
2.17371,155.95508
2.17455,155.96805
2.17536,155.96574
2.17619,155.96365
2.17703,155.97278
2.17788,155.98312
2.17871,155.99866
2.17954,155.99187
2.18036,155.99396
2.18119,156.01064
2.18203,156.01619
2.18288,156.02652
2.18371,156.03693
2.18452,156.04237
2.18536,156.04689
2.18619,156.06424
2.18703,156.06755
2.18787,156.08479
2.1887,156.09073
2.18953,156.10236
2.19037,156.11728
2.1912,156.12515
2.19203,156.12779
2.19286,156.13789
2.19369,156.14334
2.19453,156.15971
2.19536,156.16441
2.1962,156.17325
2.19702,156.17511
2.19786,156.18929
2.1987,156.19113
2.19954,156.20726
2.20037,156.21184
2.2012,156.21536
2.20203,156.2267
2.20286,156.22807
2.2037,156.23654
2.20454,156.24289
2.20537,156.25716
2.20619,156.25455
2.20701,156.26202
2.20786,156.27266
2.2087,156.29073
2.20954,156.29849
2.21036,156.30386
2.21118,156.30246
2.21201,156.30821
2.21286,156.32454
2.21371,156.34573
2.21453,156.34775
2.21536,156.34892
2.21618,156.35432
2.21702,156.36227
2.21787,156.38338
2.21871,156.39624
2.21953,156.39326
2.22035,156.40096
2.22119,156.40416
2.22203,156.42706
2.22287,156.43042
2.2237,156.43886
2.22453,156.44527
2.22536,156.4519
2.2262,156.46864
2.22703,156.46939
2.22787,156.49362
2.2287,156.49602
2.22953,156.50505
2.23037,156.5114
2.2312,156.52831
2.23203,156.53592
2.23286,156.55179
2.23369,156.56078
2.23453,156.57332
2.23537,156.59398
2.2362,156.60391
2.23702,156.61774
2.23786,156.61938
2.23871,156.64069
2.23954,156.64206
2.24038,156.64964
2.24119,156.64822
2.24202,156.65453
2.24286,156.66953
2.24371,156.68108
2.24455,156.69125
2.24537,156.69551
2.24619,156.6907
2.24702,156.69536
2.24786,156.70363
2.24871,156.71861
2.24955,156.73795
2.25036,156.73204
2.25118,156.73148
2.25201,156.74544
2.25287,156.76149
2.25371,156.77559
2.25454,156.77005
2.25536,156.77274
2.25618,156.77992
2.25702,156.80032
2.25787,156.81056
2.25871,156.83685
2.25953,156.82674
2.26036,156.83328
2.26119,156.83733
2.26203,156.85037
2.26288,156.87013
2.26371,156.87616
2.26453,156.87437
2.26536,156.8817
2.26619,156.89124
2.26703,156.9052
2.26787,156.91476
2.2687,156.92302
2.26953,156.92212
2.27037,156.93126
2.27119,156.92967
2.27203,156.94737
2.27286,156.94644
2.2737,156.9651
2.27453,156.98077
2.27537,156.97861
2.27619,156.9791
2.27703,156.98676
2.27786,156.99013
2.2787,157.0092
2.27954,157.0296
2.28038,157.03717
2.28118,157.02699
2.28202,157.03773
2.28286,157.05714
2.28371,157.06989
2.28454,157.07039
2.28537,157.07294
2.28618,157.06801
2.28702,157.08679
2.28787,157.10123
2.28872,157.11264
2.28954,157.11444
2.29036,157.10855
2.29118,157.10635
2.29202,157.1216
2.29287,157.13972
2.29371,157.14893
2.29453,157.14359
2.29536,157.15652
2.29618,157.14316
2.29703,157.15932
2.29788,157.17101
2.29871,157.18549
2.29953,157.18724
2.30036,157.1902
2.30118,157.18668
2.30203,157.21277
2.30287,157.2191
2.3037,157.23134
2.30452,157.22958
2.30536,157.24924
2.30618,157.25116
2.30703,157.27643
2.30787,157.28552
2.3087,157.29411
2.30953,157.30347
2.31037,157.31123
2.31119,157.31567
2.31203,157.32652
2.31286,157.33299
2.3137,157.33934
2.31454,157.34673
2.31538,157.3528
2.31619,157.34978
2.31702,157.35127
2.31786,157.3631
2.3187,157.36636
2.31953,157.36421
2.32037,157.37428
2.32118,157.37421
2.32202,157.38232
2.32287,157.39716
2.3237,157.39449
2.32454,157.40846
2.32537,157.40831
2.32617,157.39633
2.32702,157.42456
2.32786,157.42892
2.32871,157.44289
